Time,Cases1,Cases2,Cases3,Cases4,Cases5,Hosp1,Hosp2,Deaths1,Deaths2,Deaths3,Deaths4,Deaths5
2012-03-01,0.8150889120272221,0.5053295627583207,0.5154551383729403,0.3489787627447949,0.4752731543520924,0.5331109221243142,0.4304759267061727,0.818221718298526,0.8269867219586109,0.4302109789922408,0.5172690763052178,0.4319066147859912
2012-04-01,0.852298387909258,0.49532303676310646,0.5452586956141325,0.3724689882743939,0.5150174571736331,0.5593226431453979,0.471439821830982,0.8067005595991368,0.821284740220902,0.41367091940953865,0.5028112449799159,0.39911061700945016
2012-05-01,0.8877613002968382,0.4992225203232383,0.6689883520528389,0.47071809655554403,0.6794104774042323,0.6681835401402382,0.6413526464724093,0.8229399070992283,0.8222815901750469,0.26953588374852383,0.4626506024096368,0.2640355753196258
2012-06-01,0.8787917971405016,0.49850546652809,0.6376038772548802,0.445841311983569,0.6376746699066953,0.6405731872640399,0.5982445583347993,0.8184777440474013,0.8208461262410782,0.3176371158872454,0.4642570281124557,0.29849916620344075
2012-07-01,0.8342130740772381,0.4994964509865533,0.5935035189195033,0.4107458944330306,0.579144791150945,0.6017679144279097,0.5376990882243934,0.80809041366446,0.8237968021053471,0.3606751413889343,0.4642570281124443,0.3463035019455266
2012-08-01,0.7900097303315677,0.49370362313586164,0.43975022966420063,0.2880551021241558,0.3753601509621156,0.46645611539331466,0.32667888339003764,0.8116747741487144,0.8250328960484868,0.5736708717261573,0.43212851405622554,0.5125069483046181
2012-09-01,0.7946416892463746,0.4950007653945005,0.45574967314535375,0.30052562953944545,0.3968121366225539,0.4805191585478294,0.348698087756518,0.839252404813284,0.8252322660393158,0.5346835499697278,0.48112449799196316,0.49527515286270263
2012-10-01,0.7641515176223501,0.5013414545718222,0.4588631367139657,0.3027385639556068,0.4011642320014229,0.4832432625766733,0.3530266823436554,0.8258659156578033,0.8243151640815025,0.45468355458425286,0.5759036144578348,0.4919399666481389
2012-11-01,0.8177041522832854,0.49550028601583973,0.645354771951903,0.4517412216825975,0.6481844829609367,0.6473777037516983,0.6089406127066622,0.8081269887714422,0.8244746600741657,0.28388189224908494,0.4690763052208783,0.2884936075597495
2012-12-01,0.8101116645330679,0.5015831580982767,0.618913848295591,0.43061520690676136,0.6131620213464037,0.6241065818360214,0.572657006698831,0.81160162393475,0.8275848319310978,0.3448101478246569,0.440160642570286,0.31739855475264594
